year_month_day_hour,HUMI,PRES,TEMP,Iws
2011-11-22 10:00,76,1015.8,20.7,2.3
2011-11-22 11:00,68,1014.8,22.3,5.3
2011-11-22 12:00,62,1013.9,22.9,7.3
2011-11-22 13:00,60,1012.3,24.4,8.8
2011-11-22 14:00,57,1011.4,24.8,11.3
2011-11-22 15:00,58,1010.6,24.3,14.1
2011-11-22 16:00,59,1010.5,24.2,17
2011-11-22 17:00,65,1011.1,22.8,18.5
2011-11-22 18:00,74,1011.4,21.7,1.2
2011-11-22 19:00,84,1012,20.5,1.5
2011-11-22 20:00,81,1012.7,20.6,0.5
2011-11-22 21:00,84,1013,19.9,1.4
2011-11-22 22:00,85,1013.7,19.5,2.9
2011-11-22 23:00,90,1013.7,18.5,4.4
2011-11-23 00:00,89,1013.4,18.3,7.3
2011-11-23 01:00,85,1013.4,19,11.4
2011-11-23 02:00,84,1013,18.8,1.1
2011-11-23 03:00,81,1012.3,18.4,1.5
2011-11-23 04:00,74,1012.4,18,4.4
2011-11-23 05:00,74,1012.5,17.7,1.4
2011-11-23 06:00,79,1012.9,16.7,2.2
2011-11-23 07:00,88,1013.6,15.4,4.6
2011-11-23 08:00,69,1014.6,17.4,2.5
2011-11-23 09:00,61,1015.3,19.3,6.3
2011-11-23 10:00,52,1015.5,21.6,9.5
2011-11-23 11:00,45,1014.7,23.1,6.4
2011-11-23 12:00,43,1013.7,24,5.2
2011-11-23 13:00,43,1012.5,25,10.9
2011-11-23 14:00,43,1011.6,25.3,17.1
2011-11-23 15:00,43,1011.5,24.8,4.8
2011-11-23 16:00,44,1011.6,24.8,4.8
2011-11-23 17:00,50,1012.1,23,2.7
2011-11-23 18:00,62,1012.6,20.4,3.1
2011-11-23 19:00,71,1013.1,18.9,6.5
2011-11-23 20:00,72,1013.8,18,9.7
2011-11-23 21:00,75,1014.3,17.1,12.2
2011-11-23 22:00,82,1014.4,15.9,14.4
2011-11-23 23:00,70,1014.5,16.5,1
2011-11-24 00:00,67,1014.4,16.6,3
2011-11-24 01:00,68,1014.3,16.1,5.4
2011-11-24 02:00,68,1014.2,15.8,8.4
2011-11-24 03:00,69,1014,15.5,10.6
2011-11-24 04:00,75,1014,14.5,12.4
2011-11-24 05:00,73,1014.1,14.3,14.5
2011-11-24 06:00,69,1014.4,14.4,15.9
2011-11-24 07:00,69,1014.8,14.1,1.2
2011-11-24 08:00,61,1015.7,16.4,0.7
2011-11-24 09:00,56,1015.8,17.8,3
2011-11-24 10:00,47,1015.7,19.8,2.8
2011-11-24 11:00,44,1015.1,21.5,6.7
2011-11-24 12:00,42,1014.4,22.3,9.2
2011-11-24 13:00,38,1013.2,23.5,10.7
2011-11-24 14:00,36,1011.9,24.4,13.9
2011-11-24 15:00,35,1011.3,24.2,16.1
2011-11-24 16:00,39,1010.9,24,17.5
2011-11-24 17:00,50,1010.9,22.6,1.1
2011-11-24 18:00,68,1011.4,19.3,1.7
2011-11-24 19:00,78,1012.2,17.8,1.6
2011-11-24 20:00,84,1012.7,16.6,2
2011-11-24 21:00,88,1013.2,15.8,3.7
2011-11-24 22:00,88,1013.5,15.6,5.6
2011-11-24 23:00,87,1013.3,15.3,1.6
2011-11-25 00:00,89,1013.3,15.2,1.6
2011-11-25 01:00,87,1013.1,15.8,1.7
2011-11-25 02:00,85,1013,15.9,3.3
2011-11-25 03:00,85,1012.5,16.2,5.1
2011-11-25 04:00,82,1012.1,16.3,6.7
2011-11-25 05:00,83,1012.4,16.1,7.8
2011-11-25 06:00,81,1012.8,16.4,1.6
2011-11-25 07:00,75,1013.5,16.9,3.1
2011-11-25 08:00,74,1014,17.4,1.3
2011-11-25 09:00,65,1014.3,19,1.7
2011-11-25 10:00,55,1014.8,21,3.6
2011-11-25 11:00,53,1013.9,21.7,6.7
2011-11-25 12:00,51,1013.2,22.7,9.5
2011-11-25 13:00,52,1012.1,22.3,11.1
2011-11-25 14:00,53,1011.4,22.4,12.7
2011-11-25 15:00,56,1010.7,22.3,14.8
2011-11-25 16:00,61,1010.3,21.5,17.5
2011-11-25 17:00,68,1010.9,20.5,19.4
2011-11-25 18:00,75,1010.9,19.5,20.9
2011-11-25 19:00,80,1011.6,18.8,1.4
2011-11-25 20:00,85,1012.2,18,1
2011-11-25 21:00,85,1012.9,17.9,1.5
2011-11-25 22:00,85,1012.8,17.9,1.3
2011-11-25 23:00,87,1012.8,17.7,2.8
2011-11-26 00:00,84,1012.5,17.5,1.4
2011-11-26 01:00,86,1012.4,17.3,2.4
2011-11-26 02:00,86,1012.2,17.1,3.5
2011-11-26 03:00,88,1012,16.9,5
2011-11-26 04:00,89,1011.2,16.8,1.5
2011-11-26 05:00,87,1011.2,16.9,2.5
2011-11-26 06:00,89,1011.4,16.7,4.3
2011-11-26 07:00,87,1011.7,17.1,1.8
2011-11-26 08:00,80,1012.2,17.7,2.6
2011-11-26 09:00,80,1012.9,18,3.5
2011-11-26 10:00,79,1013.3,18.5,2.3
2011-11-26 11:00,72,1012.9,19.2,0.8
2011-11-26 12:00,76,1011.5,19.6,3
2011-11-26 13:00,63,1010.4,20.3,2.1
2011-11-26 14:00,64,1009.4,21.2,4.6
2011-11-26 15:00,55,1008.9,22,2
2011-11-26 16:00,52,1008.8,22.1,3.9
2011-11-26 17:00,58,1009.1,21.1,5.4
2011-11-26 18:00,72,1009.6,19.6,1.6
2011-11-26 19:00,77,1010,18.1,4.3
2011-11-26 20:00,83,1010.5,17.2,1.7
2011-11-26 21:00,84,1010.7,16.7,4
2011-11-26 22:00,84,1010.4,16.4,5.9
2011-11-26 23:00,88,1010.3,15.5,1.5
2011-11-27 00:00,92,1010.2,14.7,1.9
2011-11-27 01:00,92,1009.8,14.3,3.4
2011-11-27 02:00,94,1009.7,13.8,2
2011-11-27 03:00,94,1009.7,13.7,1.9
2011-11-27 04:00,94,1009.2,13.5,3.6
2011-11-27 05:00,90,1009,14,4.9
2011-11-27 06:00,86,1009.4,14.6,7.2
2011-11-27 07:00,87,1009.8,14.1,8.5
2011-11-27 08:00,89,1010.2,15.4,9.4
2011-11-27 09:00,77,1010.6,17.7,0.7
2011-11-27 10:00,74,1010.9,19.6,2
2011-11-27 11:00,58,1010.1,23,1.1
2011-11-27 12:00,48,1008.9,24.7,3.6
2011-11-27 13:00,46,1007.8,25.5,1.3
2011-11-27 14:00,43,1007,26.4,4
2011-11-27 15:00,40,1006.1,26.6,1.3
2011-11-27 16:00,42,1005.7,26.2,2.8
2011-11-27 17:00,48,1005.8,25.4,3.7
2011-11-27 18:00,73,1006.1,20.3,5.9
2011-11-27 19:00,83,1006.5,18.1,1.9
2011-11-27 20:00,90,1006.7,16.9,2.2
2011-11-27 21:00,92,1006.8,16.1,4.6
2011-11-27 22:00,93,1007.2,15.8,7.5
2011-11-27 23:00,93,1007.4,15.5,9.6
2011-11-28 00:00,94,1007.4,15,12
2011-11-28 01:00,95,1007.2,14.6,1.7
2011-11-28 02:00,95,1007,14.2,2.2
2011-11-28 03:00,95,1006.9,13.7,4.3
2011-11-28 04:00,96,1007,13.7,2
2011-11-28 05:00,96,1007,13.4,2.3
2011-11-28 06:00,96,1007.3,13.5,1.9
2011-11-28 07:00,96,1007.8,13.3,4
2011-11-28 08:00,97,1008.1,14.5,5.4
2011-11-28 09:00,88,1007.9,18.6,1.1
2011-11-28 10:00,75,1007.8,22.1,2.9
2011-11-28 11:00,59,1007,24.1,5.1
2011-11-28 12:00,52,1006.1,25.7,8
2011-11-28 13:00,52,1004.8,26.4,10.1
2011-11-28 14:00,46,1004.1,27,1.5
2011-11-28 15:00,46,1003.7,27,2.9
2011-11-28 16:00,50,1003.7,26.1,2
2011-11-28 17:00,58,1004.1,24.8,3.2
2011-11-28 18:00,77,1004.6,21.2,1.6
2011-11-28 19:00,88,1005.2,19.2,2.2
2011-11-28 20:00,92,1005.9,18.1,4.4
2011-11-28 21:00,93,1006.1,17.6,7.1
2011-11-28 22:00,94,1006.3,17,1.6
2011-11-28 23:00,94,1006.6,16.6,1.5
2011-11-29 00:00,95,1006.7,16.4,1.3
2011-11-29 01:00,94,1007.2,16.4,2.5
2011-11-29 02:00,95,1007.1,16.4,2
2011-11-29 03:00,96,1006.8,16.4,4
2011-11-29 04:00,96,1006.8,16.3,6
2011-11-29 05:00,97,1007,16.6,1.9
2011-11-29 06:00,97,1006.9,16.3,2.5
2011-11-29 07:00,97,1007.8,16.5,1.9
2011-11-29 08:00,97,1008.5,16.8,1.3
2011-11-29 09:00,96,1008.9,18.8,2.4
2011-11-29 10:00,81,1009,21.9,3.4
2011-11-29 11:00,68,1008.6,24.6,1.2
2011-11-29 12:00,66,1007.8,24.8,0.7
2011-11-29 13:00,59,1006.5,26.1,1.1
2011-11-29 14:00,54,1005.4,26.8,1.4
2011-11-29 15:00,55,1005,26.6,1.3
2011-11-29 16:00,51,1005,27,1.9
2011-11-29 17:00,54,1005.4,25.6,2.9
2011-11-29 18:00,79,1006,21.6,2.1
2011-11-29 19:00,89,1006.6,19.5,2.2
2011-11-29 20:00,90,1007.4,18.6,2.3
2011-11-29 21:00,93,1007.6,17.9,2.3
2011-11-29 22:00,94,1007.8,17.7,4.7
2011-11-29 23:00,95,1007.9,17.3,7.1
2011-11-30 00:00,95,1007.5,16.9,1.5
2011-11-30 01:00,96,1007.5,16.6,1.2
2011-11-30 02:00,95,1007.4,16.4,1.7
2011-11-30 03:00,96,1007.5,16.3,1.8
2011-11-30 04:00,96,1007.5,16.2,4.7
2011-11-30 05:00,97,1007.4,16.2,6.6
2011-11-30 06:00,97,1007.4,16.1,8.4
2011-11-30 07:00,97,1008.1,16.2,1.6
2011-11-30 08:00,97,1008.8,17.6,3.3
2011-11-30 09:00,93,1008.8,20.2,0.9
2011-11-30 10:00,78,1008.7,23,1.1
2011-11-30 11:00,64,1008.2,25.2,1
2011-11-30 12:00,64,1007.2,25.6,2.7
2011-11-30 13:00,58,1005.9,26.7,5.6
2011-11-30 14:00,51,1004.9,27.3,3.2
2011-11-30 15:00,56,1004.4,26.8,6.6
2011-11-30 16:00,50,1004.4,26.8,10
2011-11-30 17:00,54,1004.7,25.9,12.2
2011-11-30 18:00,65,1005.2,23.5,3.1
2011-11-30 19:00,69,1005.9,22.2,3.5
2011-11-30 20:00,64,1006.2,21.9,9.5
2011-11-30 21:00,65,1006.9,21.1,16.5
2011-11-30 22:00,67,1007.5,20.3,22.6
2011-11-30 23:00,69,1008.1,19.5,27.5
2011-12-1 00:00,72,1008.7,18.8,4.8
2011-12-1 01:00,72,1009,17.7,5.8
2011-12-1 02:00,74,1009.7,16.4,10.7
2011-12-1 03:00,75,1009.7,15.7,16.8
2011-12-1 04:00,76,1010,15,24.1
2011-12-1 05:00,77,1009.8,14.6,31.1
2011-12-1 06:00,77,1010.5,14,5.4
2011-12-1 07:00,77,1011.6,13.5,4.9
2011-12-1 08:00,74,1012.6,13.7,12.4
2011-12-1 09:00,69,1013.2,14.6,20.8
2011-12-1 10:00,65,1013.3,15.1,30.1
2011-12-1 11:00,61,1013.1,16.4,6.8
2011-12-1 12:00,59,1012.2,16.8,8.2
2011-12-1 13:00,59,1011.2,16.2,7.9
2011-12-1 14:00,55,1010.2,17.4,8.5
2011-12-1 15:00,56,1010,16.6,15.4
2011-12-1 16:00,56,1010.1,16,22.1
2011-12-1 17:00,61,1010.9,14.2,28.3
2011-12-1 18:00,65,1012.1,12.2,35.3
2011-12-1 19:00,68,1013.1,11.4,39.2
2011-12-1 20:00,70,1013.9,11.1,45.4
2011-12-1 21:00,71,1014.2,10.7,50.9
2011-12-1 22:00,70,1013.7,10.5,58.5
2011-12-1 23:00,70,1014.6,10.3,4.4
2011-12-2 00:00,70,1014.2,10.2,5.7
2011-12-2 01:00,69,1013.9,10,12.7
2011-12-2 02:00,70,1012.8,9.9,18.2
2011-12-2 03:00,70,1012.2,9.8,22.9
2011-12-2 04:00,78,1011.7,9,28.9
2011-12-2 05:00,83,1012.2,8.4,35.1
2011-12-2 06:00,82,1011.9,8.4,39.4
2011-12-2 07:00,82,1012,8.4,43.7
2011-12-2 08:00,79,1012.8,8.6,47.7
2011-12-2 09:00,71,1012.9,10.4,55.3
2011-12-2 10:00,65,1012.9,12.4,61.8
2011-12-2 11:00,60,1012.1,13.7,6.4
2011-12-2 12:00,58,1011.1,13.8,7.6
2011-12-2 13:00,55,1009.9,14.9,5.5
2011-12-2 14:00,54,1008.8,15.3,12.3
2011-12-2 15:00,53,1008.5,15.4,7.5
2011-12-2 16:00,55,1008.5,14.6,3.7
2011-12-2 17:00,57,1008.7,13.4,6.1
2011-12-2 18:00,66,1009.1,11.4,9.6
2011-12-2 19:00,69,1009.5,10.5,15.4
2011-12-2 20:00,75,1010.3,9.3,17.4
2011-12-2 21:00,80,1010.5,8.4,2.1
2011-12-2 22:00,86,1011,7.4,3.4
2011-12-2 23:00,87,1011.2,7.4,2.4
2011-12-3 00:00,82,1011.2,7.2,3.5
2011-12-3 01:00,73,1010.8,7.3,9
2011-12-3 02:00,76,1010.8,6.5,11.7
2011-12-3 03:00,84,1010.6,5.7,14.2
2011-12-3 04:00,81,1010.3,5.5,18.1
2011-12-3 05:00,86,1011.2,4.7,1.1
2011-12-3 06:00,90,1011.8,3.9,2
2011-12-3 07:00,91,1012.6,4,3.3
2011-12-3 08:00,79,1012.8,6.4,1.2
2011-12-3 09:00,62,1013.5,9.8,4.1
2011-12-3 10:00,54,1013,12.2,2.9
2011-12-3 11:00,46,1011.9,14.1,3.2
2011-12-3 12:00,40,1010.5,16.1,6.8
2011-12-3 13:00,36,1008.7,17.3,12.3
2011-12-3 14:00,34,1007.3,19.3,17.5
2011-12-3 15:00,31,1007.2,19.7,21.6
2011-12-3 16:00,32,1007.3,19.3,22.8
2011-12-3 17:00,38,1007.7,18.8,1.5
2011-12-3 18:00,62,1008.8,14.1,2.8
2011-12-3 19:00,79,1009.7,11.1,5
2011-12-3 20:00,85,1010.5,9.8,2.7
2011-12-3 21:00,84,1010.8,9.5,0.9
2011-12-3 22:00,85,1011.5,8.9,2.5
2011-12-3 23:00,89,1012,8.3,4.1
2011-12-4 00:00,86,1012.3,7.8,6.3
2011-12-4 01:00,92,1012.6,7,2.2
2011-12-4 02:00,93,1012.7,7.1,2.7
2011-12-4 03:00,84,1012.8,8.1,5.7
2011-12-4 04:00,76,1012.7,8.4,8.7
2011-12-4 05:00,73,1012.7,8.7,1.6
2011-12-4 06:00,80,1013.3,7.6,2.1
2011-12-4 07:00,82,1013.8,7,1.5
2011-12-4 08:00,71,1014.1,10.3,5.2
2011-12-4 09:00,59,1013.6,13,9.4
2011-12-4 10:00,46,1013.8,15.3,13.9
2011-12-4 11:00,44,1012.9,17.9,17.4
2011-12-4 12:00,39,1011.7,18.9,1.3
2011-12-4 13:00,35,1010.3,19.9,1.7
2011-12-4 14:00,33,1008.9,21,0.9
2011-12-4 15:00,33,1008.4,22,1.7
2011-12-4 16:00,35,1008.2,21.3,1.3
2011-12-4 17:00,42,1008.5,20.2,2.3
2011-12-4 18:00,65,1008.9,16,1.3
2011-12-4 19:00,81,1009.7,13.4,1.9
2011-12-4 20:00,85,1010.5,12.8,4.3
2011-12-4 21:00,82,1011.1,13.6,7.1
2011-12-4 22:00,84,1011.5,13.2,9.9
2011-12-4 23:00,84,1011.8,12.6,1.5
2011-12-5 00:00,83,1011.6,13,1.8
2011-12-5 01:00,83,1011.5,12.8,2.3
2011-12-5 02:00,80,1011.1,13.1,4
2011-12-5 03:00,73,1010.7,13.7,5.4
2011-12-5 04:00,82,1010.9,12.9,1.9
2011-12-5 05:00,76,1010.7,12.9,2.1
2011-12-5 06:00,83,1011,11.8,3.5
2011-12-5 07:00,89,1011.7,10.5,5.9
2011-12-5 08:00,91,1012.3,10.6,7.7
2011-12-5 09:00,81,1013.1,13.7,9.2
2011-12-5 10:00,57,1013.2,17.1,3.7
2011-12-5 11:00,48,1012.1,19.2,5.9
2011-12-5 12:00,49,1011.4,20.6,8.6
2011-12-5 13:00,47,1009.9,21.7,10.7
2011-12-5 14:00,47,1009.2,21.9,13.2
2011-12-5 15:00,50,1008.8,21.9,15.9
2011-12-5 16:00,50,1008.3,21,17.5
2011-12-5 17:00,55,1008.4,20.6,19.5
2011-12-5 18:00,69,1008.6,18.9,2.4
2011-12-5 19:00,72,1009.3,18.3,0.9
2011-12-5 20:00,76,1010,17.7,2.7
2011-12-5 21:00,69,1010.4,17.9,5.3
2011-12-5 22:00,71,1010.7,17.8,6.8
2011-12-5 23:00,75,1010.9,17,1.3
2011-12-6 00:00,76,1010.9,16.6,2.4
2011-12-6 01:00,76,1010.8,16.5,4
2011-12-6 02:00,72,1010.5,17.1,0.6
2011-12-6 03:00,82,1010.2,16.1,2.6
2011-12-6 04:00,81,1010,16,1.7
2011-12-6 05:00,83,1010,16.2,3.1
2011-12-6 06:00,79,1010.4,16.6,3.1
2011-12-6 07:00,72,1011,17,1.3
2011-12-6 08:00,73,1011.5,17.4,2.7
2011-12-6 09:00,71,1012.1,18.5,5
2011-12-6 10:00,66,1012.4,20.2,1.1
2011-12-6 11:00,58,1011.9,22.2,3.1
2011-12-6 12:00,56,1011.1,22.9,4.6
2011-12-6 13:00,55,1009.4,24.1,2.4
2011-12-6 14:00,50,1008.5,24.6,4.8
2011-12-6 15:00,51,1008.2,24.6,1.3
2011-12-6 16:00,53,1008.2,24.3,2.6
2011-12-6 17:00,56,1008.4,23.4,4.1
2011-12-6 18:00,67,1008.7,21.6,5.6
2011-12-6 19:00,79,1009.6,19.8,1.3
2011-12-6 20:00,82,1010.1,19.7,1.2
2011-12-6 21:00,81,1010.4,19.8,1.3
2011-12-6 22:00,82,1010.7,19.6,3.9
2011-12-6 23:00,81,1010.6,19.7,5.5
2011-12-7 00:00,77,1010.5,20,2.5
2011-12-7 01:00,75,1010.3,20.3,5.3
2011-12-7 02:00,75,1010.1,20.3,7.5
2011-12-7 03:00,79,1010,19.9,9.6
2011-12-7 04:00,77,1010.1,20.1,10.9
2011-12-7 05:00,79,1009.9,19.8,2.8
2011-12-7 06:00,78,1010.1,19.6,4.3
2011-12-7 07:00,78,1010.7,19.3,10.8
2011-12-7 08:00,80,1011.1,19.5,12.1
2011-12-7 09:00,71,1011.3,22.3,14.3
2011-12-7 10:00,75,1011.4,21.7,18.1
2011-12-7 11:00,70,1010.8,22.8,22.7
2011-12-7 12:00,72,1010,21.5,26.9
2011-12-7 13:00,75,1009,21.1,31.3
2011-12-7 14:00,73,1008.2,21.3,5.8
2011-12-7 15:00,72,1007.8,21.7,10.9
2011-12-7 16:00,76,1007.6,20.9,4.3
2011-12-7 17:00,78,1008.3,20.2,7.2
2011-12-7 18:00,81,1008.3,19.2,4.3
2011-12-7 19:00,82,1009,18.8,3.7
2011-12-7 20:00,82,1009.4,18.4,8.5
2011-12-7 21:00,83,1010.2,18.1,11.4
2011-12-7 22:00,82,1010.5,18,14.7
2011-12-7 23:00,81,1010.4,17.8,4.1
2011-12-8 00:00,81,1010.7,17.4,4
2011-12-8 01:00,80,1010.7,17.1,5.1
2011-12-8 02:00,80,1010.5,16.5,10.4
2011-12-8 03:00,80,1010.2,15.7,5.8
2011-12-8 04:00,80,1010.4,15.1,6.6
2011-12-8 05:00,80,1010.6,14.8,13.5
2011-12-8 06:00,80,1011,14.4,20.5
2011-12-8 07:00,79,1011.9,14.3,5.7
2011-12-8 08:00,74,1012.9,14.6,13.8
2011-12-8 09:00,72,1013.9,15.1,20.3
2011-12-8 10:00,66,1014.4,16.4,31.6
2011-12-8 11:00,63,1014.3,17.5,37.5
2011-12-8 12:00,60,1013.4,18,43.8
2011-12-8 13:00,58,1012.3,18.3,49.6
2011-12-8 14:00,59,1011.2,17.2,9.6
2011-12-8 15:00,60,1011.3,16.4,7.7
2011-12-8 16:00,61,1011.4,15.6,16.1
2011-12-8 17:00,64,1011.9,14.6,22.7
2011-12-8 18:00,66,1012.1,13.7,28.8
2011-12-8 19:00,67,1013.1,13.2,35.5
2011-12-8 20:00,66,1013.8,12.9,40.7
2011-12-8 21:00,65,1014.3,12.7,49.4
2011-12-8 22:00,64,1015,12.5,59.4
2011-12-8 23:00,64,1015.4,12.3,67.5
2011-12-9 00:00,63,1015.6,12.2,75.6
2011-12-9 01:00,63,1015.7,12.1,82
2011-12-9 02:00,62,1016,12,89.3
2011-12-9 03:00,63,1015.9,11.8,97.9
2011-12-9 04:00,65,1016,11.5,104.2
2011-12-9 05:00,63,1016.1,11.4,111.6
2011-12-9 06:00,70,1016.7,10.2,121.4
2011-12-9 07:00,78,1017.3,9.2,124.8
2011-12-9 08:00,61,1017.7,10.2,131.8
2011-12-9 09:00,56,1018.6,10.8,138.2
2011-12-9 10:00,51,1018.8,12.3,143
2011-12-9 11:00,51,1017.9,13.3,147.4
2011-12-9 12:00,48,1016.8,13.8,151.1
2011-12-9 13:00,42,1015.3,15.5,159.9
2011-12-9 14:00,41,1014.2,15.3,168.8
2011-12-9 15:00,42,1013.9,15,175.1
2011-12-9 16:00,43,1014,14.7,179.6
2011-12-9 17:00,44,1014.4,13.9,184.1
2011-12-9 18:00,47,1015,12.6,188.5
2011-12-9 19:00,46,1015.8,12.1,192.7
2011-12-9 20:00,48,1016.8,11.5,195.7
2011-12-9 21:00,47,1017.7,11.5,199.7
2011-12-9 22:00,44,1018.4,11.4,202.6
2011-12-9 23:00,37,1018.4,11.2,207.9
2011-12-10 00:00,33,1018.3,10.7,214.3
2011-12-10 01:00,36,1018.4,10.1,3.1
2011-12-10 02:00,35,1017.9,9.6,9
2011-12-10 03:00,35,1017.6,8.9,16.5
2011-12-10 04:00,35,1017.6,8.5,23.6
2011-12-10 05:00,36,1017.8,7.9,29.8
2011-12-10 06:00,35,1018.5,7.8,35.8
2011-12-10 07:00,37,1019.2,7.4,40.9
2011-12-10 08:00,33,1019.7,9.3,46.2
2011-12-10 09:00,32,1019.8,10,54.3
2011-12-10 10:00,30,1020.1,11.1,61.7
2011-12-10 11:00,29,1019.4,12.3,71.4
2011-12-10 12:00,28,1018.1,13.3,79
2011-12-10 13:00,28,1016.8,14.1,9.7
2011-12-10 14:00,24,1015.8,14.9,8.1
2011-12-10 15:00,23,1015.5,14.5,8.1
2011-12-10 16:00,24,1015.1,14.2,9.1
2011-12-10 17:00,26,1015.4,13.1,16.3
2011-12-10 18:00,27,1016.1,11.3,24.2
2011-12-10 19:00,28,1017.2,10.4,30.9
2011-12-10 20:00,28,1018,9.7,39
2011-12-10 21:00,29,1018.6,9,48.1
2011-12-10 22:00,30,1019.2,8.6,55.6
2011-12-10 23:00,30,1019.1,8.1,61.8
2011-12-11 00:00,32,1019,7.6,69.3
2011-12-11 01:00,34,1018.7,7.2,75.6
2011-12-11 02:00,37,1018.4,6.5,80.7
2011-12-11 03:00,38,1017.7,6.1,85.7
2011-12-11 04:00,39,1017.1,6,92.1
2011-12-11 05:00,39,1017.1,6,98.8
2011-12-11 06:00,40,1017,5.8,105.4
2011-12-11 07:00,41,1017.6,5.7,109.6
2011-12-11 08:00,40,1018,6.7,5.8
2011-12-11 09:00,35,1018.9,8.5,4.8
2011-12-11 10:00,30,1018.9,10.4,12.3
2011-12-11 11:00,26,1018.5,12.5,16.9
2011-12-11 12:00,25,1017.3,14,21.2
2011-12-11 13:00,27,1015.4,14.5,27.7
2011-12-11 14:00,25,1014.2,15.4,4.7
2011-12-11 15:00,25,1013.5,15.7,9.6
2011-12-11 16:00,26,1013.3,15.4,4
2011-12-11 17:00,29,1013.4,14.5,7.7
2011-12-11 18:00,42,1013.8,11.8,2.3
2011-12-11 19:00,63,1014.3,9.3,4.4
2011-12-11 20:00,60,1014.7,9.1,8.1
2011-12-11 21:00,52,1015.2,9.4,4
2011-12-11 22:00,47,1015.6,9.7,2.3
2011-12-11 23:00,44,1015.9,9.8,1.1
2011-12-12 00:00,47,1016,9.5,4.1
2011-12-12 01:00,44,1015.7,9.2,5
2011-12-12 02:00,46,1015.1,8.8,11.2
2011-12-12 03:00,47,1014.7,8.3,15.9
2011-12-12 04:00,47,1014.6,8.1,21.1
2011-12-12 05:00,46,1014.4,8.2,28.2
2011-12-12 06:00,48,1014.5,7.8,34.8
2011-12-12 07:00,49,1015,7.6,5.1
2011-12-12 08:00,46,1015.5,8.5,4.8
2011-12-12 09:00,40,1016.3,10.7,9.7
2011-12-12 10:00,36,1015.6,12.2,17.1
2011-12-12 11:00,34,1015,14.1,5
2011-12-12 12:00,30,1014.1,17,4.1
2011-12-12 13:00,28,1012.4,17.6,3.3
2011-12-12 14:00,27,1011.7,18.3,6.5
2011-12-12 15:00,26,1011.1,18.7,8.4
2011-12-12 16:00,27,1010.9,18.4,3.7
2011-12-12 17:00,32,1011.1,17.1,2.5
2011-12-12 18:00,54,1011.3,13.7,3.1
2011-12-12 19:00,69,1011.4,11.2,5.7
2011-12-12 20:00,70,1012.2,10.9,3.2
2011-12-12 21:00,74,1013,10,6.6
2011-12-12 22:00,49,1013.4,12.6,3.9
2011-12-12 23:00,49,1013.4,12.1,7.3
2011-12-13 00:00,54,1013.5,10.5,10.9
2011-12-13 01:00,44,1013.1,11.1,3.7
2011-12-13 02:00,40,1012.7,11.1,6.9
2011-12-13 03:00,42,1012.5,10.6,10.2
2011-12-13 04:00,43,1012.3,10.4,14.6
2011-12-13 05:00,44,1012.3,9.8,5.2
2011-12-13 06:00,44,1012.8,9.7,11
2011-12-13 07:00,47,1013.7,9.4,3.3
2011-12-13 08:00,41,1014.2,10.9,4.4
2011-12-13 09:00,37,1015,12.9,8.4
2011-12-13 10:00,33,1015.2,15.1,4.7
2011-12-13 11:00,33,1014.7,16.6,3
2011-12-13 12:00,32,1013.3,18.6,6.7
2011-12-13 13:00,29,1011.7,19.5,9.8
2011-12-13 14:00,29,1010.5,21,1.7
2011-12-13 15:00,28,1010,21.4,4.3
2011-12-13 16:00,28,1009.4,21.2,1.1
2011-12-13 17:00,33,1009.8,20.4,3
2011-12-13 18:00,57,1010.1,15.8,1.9
2011-12-13 19:00,73,1010.4,13.1,4.2
2011-12-13 20:00,75,1010.7,11.7,5.7
2011-12-13 21:00,80,1011.3,10.9,1.9
2011-12-13 22:00,79,1011.8,10.5,2.2
2011-12-13 23:00,81,1012.1,10.3,2.5
2011-12-14 00:00,79,1012.2,10.5,2.5
2011-12-14 01:00,74,1011.9,10.8,4.5
2011-12-14 02:00,74,1011.8,10.4,5.9
2011-12-14 03:00,70,1011.7,10.9,8
2011-12-14 04:00,70,1011.3,11.2,11.4
2011-12-14 05:00,70,1011.5,10.9,14
2011-12-14 06:00,67,1011.8,10.7,16
2011-12-14 07:00,61,1012.3,11.4,2.5
2011-12-14 08:00,62,1012.7,12,3.5
2011-12-14 09:00,54,1013.1,13.9,5
2011-12-14 10:00,50,1013.2,16.4,2.5
2011-12-14 11:00,44,1012.9,18.1,3.6
2011-12-14 12:00,39,1011.9,20.8,7
2011-12-14 13:00,39,1010.9,21.2,12.1
2011-12-14 14:00,37,1010,21.7,15
2011-12-14 15:00,37,1009.5,21.8,18.1
2011-12-14 16:00,37,1009.2,21.7,21.6
2011-12-14 17:00,39,1009.7,21.5,3.5
2011-12-14 18:00,57,1010.1,18,4.8
2011-12-14 19:00,73,1010.7,15.4,6.6
2011-12-14 20:00,81,1011.3,13.9,2
2011-12-14 21:00,85,1011.9,13.1,2.2
2011-12-14 22:00,79,1012.3,13.3,4
2011-12-14 23:00,80,1012.1,13.1,6
2011-12-15 00:00,72,1012,14,9.3
2011-12-15 01:00,67,1012.4,14.2,11.1
2011-12-15 02:00,62,1012.4,15.1,1.9
2011-12-15 03:00,65,1011.8,14.5,3.2
2011-12-15 04:00,57,1011.8,15.7,8.9
2011-12-15 05:00,55,1011.7,15.8,4.6
2011-12-15 06:00,51,1012.2,15.7,4.1
